path,filename,class,split,source,extension
expansion\dog_conjunctivitis\train_D1_108ec636-60a5-11ec-8402-0a7404972c70_jpg.rf.IMFhXLKSSCygWG51vQ50.jpg,train_D1_108ec636-60a5-11ec-8402-0a7404972c70_jpg.rf.IMFhXLKSSCygWG51vQ50.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_10a297ba-60a5-11ec-8402-0a7404972c70_jpg.rf.hd1k3ia0NtLcQ8k5pByF.jpg,train_D1_10a297ba-60a5-11ec-8402-0a7404972c70_jpg.rf.hd1k3ia0NtLcQ8k5pByF.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_10bb3342-60a5-11ec-8402-0a7404972c70_jpg.rf.HuSivU0d2fq6s2CgVDHY.jpg,train_D1_10bb3342-60a5-11ec-8402-0a7404972c70_jpg.rf.HuSivU0d2fq6s2CgVDHY.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_11171def-60a5-11ec-8402-0a7404972c70_jpg.rf.IYZHzvq7MDf13tTFhPv0.jpg,train_D1_11171def-60a5-11ec-8402-0a7404972c70_jpg.rf.IYZHzvq7MDf13tTFhPv0.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_11193d96-60a5-11ec-8402-0a7404972c70_jpg.rf.hYRXs9mWadKQ6qF8Ns1B.jpg,train_D1_11193d96-60a5-11ec-8402-0a7404972c70_jpg.rf.hYRXs9mWadKQ6qF8Ns1B.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_111addb4-60a5-11ec-8402-0a7404972c70_jpg.rf.uaLh1gOfko4IKW3JbRey.jpg,train_D1_111addb4-60a5-11ec-8402-0a7404972c70_jpg.rf.uaLh1gOfko4IKW3JbRey.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_116c5fe4-60a5-11ec-8402-0a7404972c70_jpg.rf.oE0aFusB1ezsjUf05ixB.jpg,train_D1_116c5fe4-60a5-11ec-8402-0a7404972c70_jpg.rf.oE0aFusB1ezsjUf05ixB.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_116d657a-60a5-11ec-8402-0a7404972c70_jpg.rf.Gu9iOe2kugS5lk7sXnCr.jpg,train_D1_116d657a-60a5-11ec-8402-0a7404972c70_jpg.rf.Gu9iOe2kugS5lk7sXnCr.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_116d6d7b-60a5-11ec-8402-0a7404972c70_jpg.rf.KgyUf7SlBoO9RBmQXoaW.jpg,train_D1_116d6d7b-60a5-11ec-8402-0a7404972c70_jpg.rf.KgyUf7SlBoO9RBmQXoaW.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_116db797-60a5-11ec-8402-0a7404972c70_jpg.rf.1uhUYCxRL1FPoOCsKVTF.jpg,train_D1_116db797-60a5-11ec-8402-0a7404972c70_jpg.rf.1uhUYCxRL1FPoOCsKVTF.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_118a8053-60a5-11ec-8402-0a7404972c70_jpg.rf.l2luL7iFZSHCDP4fwP3Y.jpg,train_D1_118a8053-60a5-11ec-8402-0a7404972c70_jpg.rf.l2luL7iFZSHCDP4fwP3Y.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1258c896-60a5-11ec-8402-0a7404972c70_jpg.rf.ndyPK7k6CVBruy5W3mIr.jpg,train_D1_1258c896-60a5-11ec-8402-0a7404972c70_jpg.rf.ndyPK7k6CVBruy5W3mIr.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_126b37c5-60a5-11ec-8402-0a7404972c70_jpg.rf.BkoVX5NwBoFMzaiPOpC6.jpg,train_D1_126b37c5-60a5-11ec-8402-0a7404972c70_jpg.rf.BkoVX5NwBoFMzaiPOpC6.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1270651e-60a5-11ec-8402-0a7404972c70_jpg.rf.wMRYUbdkSh0VQXu5irmM.jpg,train_D1_1270651e-60a5-11ec-8402-0a7404972c70_jpg.rf.wMRYUbdkSh0VQXu5irmM.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1277168e-60a5-11ec-8402-0a7404972c70_jpg.rf.rOnPktwpp6QmfMv0SqGu.jpg,train_D1_1277168e-60a5-11ec-8402-0a7404972c70_jpg.rf.rOnPktwpp6QmfMv0SqGu.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_127bf7be-60a5-11ec-8402-0a7404972c70_jpg.rf.St8BI5GJ4y0ZbE5diKTX.jpg,train_D1_127bf7be-60a5-11ec-8402-0a7404972c70_jpg.rf.St8BI5GJ4y0ZbE5diKTX.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_128e29e8-60a5-11ec-8402-0a7404972c70_jpg.rf.MNcUXO8zNi4q6tDjwvOZ.jpg,train_D1_128e29e8-60a5-11ec-8402-0a7404972c70_jpg.rf.MNcUXO8zNi4q6tDjwvOZ.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_128f20de-60a5-11ec-8402-0a7404972c70_jpg.rf.YELR2SF5wfz1Dltkj8xI.jpg,train_D1_128f20de-60a5-11ec-8402-0a7404972c70_jpg.rf.YELR2SF5wfz1Dltkj8xI.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12903186-60a5-11ec-8402-0a7404972c70_jpg.rf.DH3tlVoa1CaIsiOvWwRi.jpg,train_D1_12903186-60a5-11ec-8402-0a7404972c70_jpg.rf.DH3tlVoa1CaIsiOvWwRi.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_129222fd-60a5-11ec-8402-0a7404972c70_jpg.rf.m15FbIwhocEUKP9FdpoS.jpg,train_D1_129222fd-60a5-11ec-8402-0a7404972c70_jpg.rf.m15FbIwhocEUKP9FdpoS.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1292f867-60a5-11ec-8402-0a7404972c70_jpg.rf.0qeCuYDkWSDOVlhgTnSE.jpg,train_D1_1292f867-60a5-11ec-8402-0a7404972c70_jpg.rf.0qeCuYDkWSDOVlhgTnSE.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_129cefae-60a5-11ec-8402-0a7404972c70_jpg.rf.eR5Qe6aVe4NZSWRsPmgg.jpg,train_D1_129cefae-60a5-11ec-8402-0a7404972c70_jpg.rf.eR5Qe6aVe4NZSWRsPmgg.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12e30974-60a5-11ec-8402-0a7404972c70_jpg.rf.zJAEwmm68YnEBzfX3zoL.jpg,train_D1_12e30974-60a5-11ec-8402-0a7404972c70_jpg.rf.zJAEwmm68YnEBzfX3zoL.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12e8bf14-60a5-11ec-8402-0a7404972c70_jpg.rf.WhXvsz8LZUSkMTTVvUX8.jpg,train_D1_12e8bf14-60a5-11ec-8402-0a7404972c70_jpg.rf.WhXvsz8LZUSkMTTVvUX8.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12ebfb64-60a5-11ec-8402-0a7404972c70_jpg.rf.IAHm223kUJTMzLHH8fln.jpg,train_D1_12ebfb64-60a5-11ec-8402-0a7404972c70_jpg.rf.IAHm223kUJTMzLHH8fln.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12f1d83e-60a5-11ec-8402-0a7404972c70_jpg.rf.wyz3LDyCrU22YMSr4N4P.jpg,train_D1_12f1d83e-60a5-11ec-8402-0a7404972c70_jpg.rf.wyz3LDyCrU22YMSr4N4P.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_12f7af4e-60a5-11ec-8402-0a7404972c70_jpg.rf.91IGRWZKEnKHmwavwMmM.jpg,train_D1_12f7af4e-60a5-11ec-8402-0a7404972c70_jpg.rf.91IGRWZKEnKHmwavwMmM.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_13571ace-60a5-11ec-8402-0a7404972c70_jpg.rf.znwJfyYsD5ucFOWXJjp0.jpg,train_D1_13571ace-60a5-11ec-8402-0a7404972c70_jpg.rf.znwJfyYsD5ucFOWXJjp0.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_13917749-60a5-11ec-8402-0a7404972c70_jpg.rf.GgkEHLLBoWnX3wkGWtqz.jpg,train_D1_13917749-60a5-11ec-8402-0a7404972c70_jpg.rf.GgkEHLLBoWnX3wkGWtqz.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_15103cbc-60a5-11ec-8402-0a7404972c70_jpg.rf.J7cS3WV43sVsfGzh2a11.jpg,train_D1_15103cbc-60a5-11ec-8402-0a7404972c70_jpg.rf.J7cS3WV43sVsfGzh2a11.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_15147457-60a5-11ec-8402-0a7404972c70_jpg.rf.bVXoLo3I3sAVs8AGLvfw.jpg,train_D1_15147457-60a5-11ec-8402-0a7404972c70_jpg.rf.bVXoLo3I3sAVs8AGLvfw.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_184b5cde-60a5-11ec-8402-0a7404972c70_jpg.rf.UpywtAIACXdgPDksYVVp.jpg,train_D1_184b5cde-60a5-11ec-8402-0a7404972c70_jpg.rf.UpywtAIACXdgPDksYVVp.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1866dd2e-60a5-11ec-8402-0a7404972c70_jpg.rf.FEUEgOMliifx8fWFYpl9.jpg,train_D1_1866dd2e-60a5-11ec-8402-0a7404972c70_jpg.rf.FEUEgOMliifx8fWFYpl9.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18760503-60a5-11ec-8402-0a7404972c70_jpg.rf.S4SI8ggPXQ1MDKi37lU0.jpg,train_D1_18760503-60a5-11ec-8402-0a7404972c70_jpg.rf.S4SI8ggPXQ1MDKi37lU0.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_187d8f7a-60a5-11ec-8402-0a7404972c70_jpg.rf.mQ76Hm0UVS1WRloWbFxR.jpg,train_D1_187d8f7a-60a5-11ec-8402-0a7404972c70_jpg.rf.mQ76Hm0UVS1WRloWbFxR.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18cb22e6-60a5-11ec-8402-0a7404972c70_jpg.rf.fW5MI5bD6NcfJTtVwBLl.jpg,train_D1_18cb22e6-60a5-11ec-8402-0a7404972c70_jpg.rf.fW5MI5bD6NcfJTtVwBLl.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18d0763e-60a5-11ec-8402-0a7404972c70_jpg.rf.3qq5vYKXD8oqOxIpWrzP.jpg,train_D1_18d0763e-60a5-11ec-8402-0a7404972c70_jpg.rf.3qq5vYKXD8oqOxIpWrzP.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18d3cd74-60a5-11ec-8402-0a7404972c70_jpg.rf.Ekx9dTKgLC7sHXMosudX.jpg,train_D1_18d3cd74-60a5-11ec-8402-0a7404972c70_jpg.rf.Ekx9dTKgLC7sHXMosudX.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18f6490a-60a5-11ec-8402-0a7404972c70_jpg.rf.CtGpk2HNiDLpakTQ7Jfn.jpg,train_D1_18f6490a-60a5-11ec-8402-0a7404972c70_jpg.rf.CtGpk2HNiDLpakTQ7Jfn.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18fa2a21-60a5-11ec-8402-0a7404972c70_jpg.rf.fmDcQRpciNnqNd7DukPt.jpg,train_D1_18fa2a21-60a5-11ec-8402-0a7404972c70_jpg.rf.fmDcQRpciNnqNd7DukPt.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_18fa50a7-60a5-11ec-8402-0a7404972c70_jpg.rf.ptwNUcDHONbunbdXppMa.jpg,train_D1_18fa50a7-60a5-11ec-8402-0a7404972c70_jpg.rf.ptwNUcDHONbunbdXppMa.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1908055c-60a5-11ec-8402-0a7404972c70_jpg.rf.KbSEBX2uCVq50UDcjmIF.jpg,train_D1_1908055c-60a5-11ec-8402-0a7404972c70_jpg.rf.KbSEBX2uCVq50UDcjmIF.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_19096669-60a5-11ec-8402-0a7404972c70_jpg.rf.3fBUbxwrhh2iwiFQO3M0.jpg,train_D1_19096669-60a5-11ec-8402-0a7404972c70_jpg.rf.3fBUbxwrhh2iwiFQO3M0.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_190f17d1-60a5-11ec-8402-0a7404972c70_jpg.rf.malVp29WdVjdHpUFf0Vz.jpg,train_D1_190f17d1-60a5-11ec-8402-0a7404972c70_jpg.rf.malVp29WdVjdHpUFf0Vz.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1921919f-60a5-11ec-8402-0a7404972c70_jpg.rf.QlC3lhK7rpf4T5o6281W.jpg,train_D1_1921919f-60a5-11ec-8402-0a7404972c70_jpg.rf.QlC3lhK7rpf4T5o6281W.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1942f57c-60a5-11ec-8402-0a7404972c70_jpg.rf.N0EQISftXltTqh217h79.jpg,train_D1_1942f57c-60a5-11ec-8402-0a7404972c70_jpg.rf.N0EQISftXltTqh217h79.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_19493cd4-60a5-11ec-8402-0a7404972c70_jpg.rf.i0cP3XIxsEjB4aSZupgO.jpg,train_D1_19493cd4-60a5-11ec-8402-0a7404972c70_jpg.rf.i0cP3XIxsEjB4aSZupgO.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_197a4483-60a5-11ec-8402-0a7404972c70_jpg.rf.MKRyyHSzr28qAPavSloO.jpg,train_D1_197a4483-60a5-11ec-8402-0a7404972c70_jpg.rf.MKRyyHSzr28qAPavSloO.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_19e68e08-60a5-11ec-8402-0a7404972c70_jpg.rf.DbDLP7kHHD9BF8w2IzYs.jpg,train_D1_19e68e08-60a5-11ec-8402-0a7404972c70_jpg.rf.DbDLP7kHHD9BF8w2IzYs.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_19ef0a8b-60a5-11ec-8402-0a7404972c70_jpg.rf.5DV3AAzYehJdfKeQ7HJ7.jpg,train_D1_19ef0a8b-60a5-11ec-8402-0a7404972c70_jpg.rf.5DV3AAzYehJdfKeQ7HJ7.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_1ce24e54-60a5-11ec-8402-0a7404972c70_jpg.rf.03MgAeF1fSs4wrvLOclS.jpg,train_D1_1ce24e54-60a5-11ec-8402-0a7404972c70_jpg.rf.03MgAeF1fSs4wrvLOclS.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_20c15c33-60a5-11ec-8402-0a7404972c70_jpg.rf.omMs4gQDKV2BqiMtS2ts.jpg,train_D1_20c15c33-60a5-11ec-8402-0a7404972c70_jpg.rf.omMs4gQDKV2BqiMtS2ts.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_20c8dbac-60a5-11ec-8402-0a7404972c70_jpg.rf.9D4AY1UeV6uvdGzPDND5.jpg,train_D1_20c8dbac-60a5-11ec-8402-0a7404972c70_jpg.rf.9D4AY1UeV6uvdGzPDND5.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_20ccf456-60a5-11ec-8402-0a7404972c70_jpg.rf.g47BNDfdPbGvYmWvrIu5.jpg,train_D1_20ccf456-60a5-11ec-8402-0a7404972c70_jpg.rf.g47BNDfdPbGvYmWvrIu5.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_20f66c86-60a5-11ec-8402-0a7404972c70_jpg.rf.HPepb2ApQ4cFl1MsLV4s.jpg,train_D1_20f66c86-60a5-11ec-8402-0a7404972c70_jpg.rf.HPepb2ApQ4cFl1MsLV4s.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_2110c769-60a5-11ec-8402-0a7404972c70_jpg.rf.MgAqVRDq633l5LcraGRs.jpg,train_D1_2110c769-60a5-11ec-8402-0a7404972c70_jpg.rf.MgAqVRDq633l5LcraGRs.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_21168113-60a5-11ec-8402-0a7404972c70_jpg.rf.7OgvCdF0qxKK4aQA2teZ.jpg,train_D1_21168113-60a5-11ec-8402-0a7404972c70_jpg.rf.7OgvCdF0qxKK4aQA2teZ.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_211b8110-60a5-11ec-8402-0a7404972c70_jpg.rf.ljDrMgWY5CRU0Q4qxTuH.jpg,train_D1_211b8110-60a5-11ec-8402-0a7404972c70_jpg.rf.ljDrMgWY5CRU0Q4qxTuH.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_212718cc-60a5-11ec-8402-0a7404972c70_jpg.rf.MshSFkbpV4oqyIBfjcBs.jpg,train_D1_212718cc-60a5-11ec-8402-0a7404972c70_jpg.rf.MshSFkbpV4oqyIBfjcBs.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_2133fc25-60a5-11ec-8402-0a7404972c70_jpg.rf.vmT5DPTeXM9QnfBVLp9B.jpg,train_D1_2133fc25-60a5-11ec-8402-0a7404972c70_jpg.rf.vmT5DPTeXM9QnfBVLp9B.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_213bf71d-60a5-11ec-8402-0a7404972c70_jpg.rf.Gx7lslKZVel7rDQoH9Op.jpg,train_D1_213bf71d-60a5-11ec-8402-0a7404972c70_jpg.rf.Gx7lslKZVel7rDQoH9Op.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_21450e9e-60a5-11ec-8402-0a7404972c70_jpg.rf.U8U3HEepOReeMpW156XX.jpg,train_D1_21450e9e-60a5-11ec-8402-0a7404972c70_jpg.rf.U8U3HEepOReeMpW156XX.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_2146cf15-60a5-11ec-8402-0a7404972c70_jpg.rf.128I7oTHNLadM8zcr7w3.jpg,train_D1_2146cf15-60a5-11ec-8402-0a7404972c70_jpg.rf.128I7oTHNLadM8zcr7w3.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_30d10647-60a5-11ec-8402-0a7404972c70_jpg.rf.5XjlJ3rBoiOV5Wuieigw.jpg,train_D1_30d10647-60a5-11ec-8402-0a7404972c70_jpg.rf.5XjlJ3rBoiOV5Wuieigw.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_30d18fc3-60a5-11ec-8402-0a7404972c70_jpg.rf.t1IXyYv8WqdC9pgUNoLR.jpg,train_D1_30d18fc3-60a5-11ec-8402-0a7404972c70_jpg.rf.t1IXyYv8WqdC9pgUNoLR.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_310e5844-60a5-11ec-8402-0a7404972c70_jpg.rf.qEuVssJOIGCfvEnHYsHa.jpg,train_D1_310e5844-60a5-11ec-8402-0a7404972c70_jpg.rf.qEuVssJOIGCfvEnHYsHa.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_3124f39e-60a5-11ec-8402-0a7404972c70_jpg.rf.7LpJm1pzEIygoWAS0qDZ.jpg,train_D1_3124f39e-60a5-11ec-8402-0a7404972c70_jpg.rf.7LpJm1pzEIygoWAS0qDZ.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_314408f3-60a5-11ec-8402-0a7404972c70_jpg.rf.rfKyWdGkS7sJI7auSIDP.jpg,train_D1_314408f3-60a5-11ec-8402-0a7404972c70_jpg.rf.rfKyWdGkS7sJI7auSIDP.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D1_31a13eca-60a5-11ec-8402-0a7404972c70_jpg.rf.6TeNB2pez357l1mBS6N5.jpg,train_D1_31a13eca-60a5-11ec-8402-0a7404972c70_jpg.rf.6TeNB2pez357l1mBS6N5.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_0369c5e6-60a5-11ec-8402-0a7404972c70_jpg.rf.4ClVlU0pQx0dz5MUdIcj.jpg,train_D20_0369c5e6-60a5-11ec-8402-0a7404972c70_jpg.rf.4ClVlU0pQx0dz5MUdIcj.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_0386b9cf-60a5-11ec-8402-0a7404972c70_jpg.rf.BK0J8LyqglfE8yARcsna.jpg,train_D20_0386b9cf-60a5-11ec-8402-0a7404972c70_jpg.rf.BK0J8LyqglfE8yARcsna.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1012dceb-60a5-11ec-8402-0a7404972c70_jpg.rf.2W8UIUarwrjhvddF4wd0.jpg,train_D20_1012dceb-60a5-11ec-8402-0a7404972c70_jpg.rf.2W8UIUarwrjhvddF4wd0.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1026dcf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Sjy80NDIMv8g8nFAv6jG.jpg,train_D20_1026dcf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Sjy80NDIMv8g8nFAv6jG.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1026f9ba-60a5-11ec-8402-0a7404972c70_jpg.rf.jMxytvlUPV6FpoHHk0nM.jpg,train_D20_1026f9ba-60a5-11ec-8402-0a7404972c70_jpg.rf.jMxytvlUPV6FpoHHk0nM.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1029d9cd-60a5-11ec-8402-0a7404972c70_jpg.rf.pgml2fLIK4Jbj97rb4mQ.jpg,train_D20_1029d9cd-60a5-11ec-8402-0a7404972c70_jpg.rf.pgml2fLIK4Jbj97rb4mQ.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_103268fb-60a5-11ec-8402-0a7404972c70_jpg.rf.6vQPQoC41HnJk3TexKvF.jpg,train_D20_103268fb-60a5-11ec-8402-0a7404972c70_jpg.rf.6vQPQoC41HnJk3TexKvF.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_103328ec-60a5-11ec-8402-0a7404972c70_jpg.rf.HkgZTtoVxSeWv8HSYN6K.jpg,train_D20_103328ec-60a5-11ec-8402-0a7404972c70_jpg.rf.HkgZTtoVxSeWv8HSYN6K.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_10365c62-60a5-11ec-8402-0a7404972c70_jpg.rf.lsnmgip5KzORQjIuKTpp.jpg,train_D20_10365c62-60a5-11ec-8402-0a7404972c70_jpg.rf.lsnmgip5KzORQjIuKTpp.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_10390838-60a5-11ec-8402-0a7404972c70_jpg.rf.IjpTxvvRl56Wd3mBNq7J.jpg,train_D20_10390838-60a5-11ec-8402-0a7404972c70_jpg.rf.IjpTxvvRl56Wd3mBNq7J.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1039126e-60a5-11ec-8402-0a7404972c70_jpg.rf.fyqEAmOWHqpRtv9s0OHK.jpg,train_D20_1039126e-60a5-11ec-8402-0a7404972c70_jpg.rf.fyqEAmOWHqpRtv9s0OHK.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_10391848-60a5-11ec-8402-0a7404972c70_jpg.rf.dzwV2DiP9hrlqWiEKnUO.jpg,train_D20_10391848-60a5-11ec-8402-0a7404972c70_jpg.rf.dzwV2DiP9hrlqWiEKnUO.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1047dcb9-60a5-11ec-8402-0a7404972c70_jpg.rf.2kqLalJ3olvAtJhIq1mL.jpg,train_D20_1047dcb9-60a5-11ec-8402-0a7404972c70_jpg.rf.2kqLalJ3olvAtJhIq1mL.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1062f774-60a5-11ec-8402-0a7404972c70_jpg.rf.7nyYkIKB1OqjlAjlymLw.jpg,train_D20_1062f774-60a5-11ec-8402-0a7404972c70_jpg.rf.7nyYkIKB1OqjlAjlymLw.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1074b2ed-60a5-11ec-8402-0a7404972c70_jpg.rf.S98Ca8jwITswfMYFnAqA.jpg,train_D20_1074b2ed-60a5-11ec-8402-0a7404972c70_jpg.rf.S98Ca8jwITswfMYFnAqA.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_1116540f-60a5-11ec-8402-0a7404972c70_jpg.rf.RJJvPGoStcuQHL76v7KP.jpg,train_D20_1116540f-60a5-11ec-8402-0a7404972c70_jpg.rf.RJJvPGoStcuQHL76v7KP.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D20_11272dd8-60a5-11ec-8402-0a7404972c70_jpg.rf.Tjqq9uyEGRB5TcR8saRG.jpg,train_D20_11272dd8-60a5-11ec-8402-0a7404972c70_jpg.rf.Tjqq9uyEGRB5TcR8saRG.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
