path,reason,cluster_size,classes
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__Ayrshirecattle88_jpg.rf.294f0711c92ded82e8e6b258ef1732e0.jpg,same_class_duplicate,3,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__Ayrshirecattle88_jpg.rf.be1d952dc4c4ca20bf200a9c1e673bfb.jpg,same_class_duplicate,3,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__Ayrshirecattle90_jpg.rf.5764553fd4780ca1eb8d16787f5af788.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__Ayrshirecattle90_jpg.rf.a471c87c14203f3f382d75c67ed17153.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__Ayrshirecattle95_c_jpg.rf.d580ae87cf59329b21dc535220dbce9f.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_100_png.rf.c0a9888600958c8acce256ddc01f3bac.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_158_png.rf.7afff3eb9252a7b66a1d107b3001a53d.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-19-_jpg.rf.7a85f44359622df0b734bc73ad0bd9ad.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-2-_jpg.rf.863b42a8cf0828112a18ea28525434a1.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_710_png.rf.ea13ae8a7fa07c5cd625cd6ec52be37a.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-26-_jpg.rf.fba9a0dcdc28700848bf0ed2fe9846d2.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_24_png.rf.924e2cefc13f752ca86dfb495bfe304b.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-3-_jpg.rf.97e2f48f7275e87f6b1abfc11ff726c8.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_99_png.rf.e62712c38299e4bd32849384ad609dfe.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-7-_jpg.rf.93743304f736e52b2ba8def42c234cd2.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__istockphoto-106531788-612x612_jpg.rf.14e177e2f2c61d45e8a0a1cac6369c71.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_162_png.rf.01c9df563fe6e5574a1995185b87c31e.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_69_png.rf.46e2ff5ee1de599584744e408aaaab24.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download_jpg.rf.7254606164a9535e7ddae76f8801ca36.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__istockphoto-106430069-612x612_jpg.rf.be40408171c2705e40b0d1c45ecc8c22.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_62_png.rf.a4b899f13e570cd214fd3d91ca295c06.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__images_jpg.rf.3fe02c0e49f0d0d98dd0054446604fac.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_7.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_15.webp,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_16.jpeg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_52.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_73.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_97.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_21.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_22.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_38.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_47.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_55.jpg,same_class_duplicate,4,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_24.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_28.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_26.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_35.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_36.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_37.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_40.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_41.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_41.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_74.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_8.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_92.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_54.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__1000010682_x16_jpg.rf.659b3fc0b2a9369d52c3f08ae642fff6.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_60.jpg,exact_cross_class_conflict,2,allergic_dermatitis|fungal_infection
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\fungal_infection\kaggle__smadive__pet-disease-images__Image_73.jpg,exact_cross_class_conflict,2,allergic_dermatitis|fungal_infection
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_64.png,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_63.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__1000010534_x16_jpg.rf.ccc6fd11078008d01fe2aaa9888e422b.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\kaggle__smadive__pet-disease-images__Image_94.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__1384_jpg.rf.c67cb24b1f6a46fd4df625f98f03dbbd.jpg,exact_cross_class_conflict,3,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__ringworm-124-_jpg.rf.3e8b718929c292cdd46429b2289ac616.jpg,exact_cross_class_conflict,3,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__ringworm-144-_jpg.rf.6045a7e88dd1ad2fdf3025a0ee963d5a.jpg,exact_cross_class_conflict,3,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__17_jpg.rf.91927045e6dc8be31d682897738f557a.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-28-_jpg.rf.699aa1becea08105130f6d029e88d797.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-24-_jpg.rf.62d38bfaeaa97024f3dc2ab15d11a067.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-38-_jpg.rf.39b9ee192fd5c22ad42b0a9e50368eea.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-26-_jpg.rf.8acf5f7618d68e743b187cb54977852d.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-14-_jpg.rf.fa9dff6942dcebbbcddcd85876cb930f.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-33-_jpg.rf.aeeaab1afc6521025644a6a1996df90f.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_2309_jpeg_jpg.rf.2916cf95f8426c7d9cf2a366b74d60a8.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-15-_jpg.rf.a2e6d8a774939a50546c4276c5e39a8a.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-41-_jpg.rf.395037a2b6f62cf0f44747e3c9d12105.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-23-_jpg.rf.ed16c11a7b2004cbf3d3774ef18faf74.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_2755_jpeg_jpg.rf.8bffef978001c2a123d6e182d5537fde.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-40-_jpg.rf.ad837957cec138fd27d77683aff8383c.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-32-_jpg.rf.70fb4984a61a0a0b6a19467690a52dab.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-6-_jpg.rf.142e5fcf1ea4d7d1fc01557b34e1cc92.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_3008_jpeg_jpg.rf.69ff6f760b93b3007d2fd1d83de08a92.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-27-_jpg.rf.7d09fbcf51431c46d9644ebd992b3275.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_3019_jpeg_jpg.rf.43a5d5822fc1ce62406a4186d36231e8.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-13-_jpg.rf.aa8a2935e0082f61aaa43604f28281b8.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-36-_jpg.rf.619f42deaa0864e50d63c699f4cfecf1.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_3176_jpeg_jpg.rf.f0eb68767fbba8abe686a2f6c0c3e080.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-21-_jpg.rf.85f896036e158cecd33ebca1dce6ca68.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-18-_jpg.rf.908e70dd88809c6b84b80a458ae8ef63.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-5-_jpg.rf.df53808bc19d5d02da5e7b7d8ac2a7c4.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-22-_jpg.rf.bbd2d5bd9ef91acf7a1c7b57e6628cfe.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-26-_jpg.rf.2f60dcf863f48980c4faaebb594f77a1.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_4104_jpeg_jpg.rf.a0f0314a12e343fb8a06c95c0bf7c9b9.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-_jpg.rf.504d1dc6ec7697ad135e0282256af2e9.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-7-_jpg.rf.8936c5ce90bb671435962ade33341dfd.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-24-_jpg.rf.c643c887b09e363c519d81d6b975392a.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-4-_jpg.rf.4668a977b4413fd44990b3c4d4583250.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-43-_jpg.rf.32055cf81ea575bf565b1068c658f072.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-32-_jpg.rf.054321c6596cd58e3598fbc3b8455a22.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_5745_jpeg_jpg.rf.e6edd9ec9de58a66de75d91586df952f.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-45-_jpg.rf.aaa96969b3163d3bc9e022ef11a84497.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-44-_jpg.rf.a79dd4157c929b157362b28126f3dbd4.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-13-_jpg.rf.ccd66566b946ac6f40862b43e03eab83.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-39-_jpg.rf.8a6738e4fd4d77df5d215290072c442a.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-40-_jpg.rf.995bf0f26025c304f774bebec7293a10.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_7473_jpeg_jpg.rf.836b6a9161471bba1a63205e5af13a83.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-46-_jpg.rf.b260caaa9dbb15ff6e1b01df268f9aa1.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-34-_jpg.rf.a9930c07e4751519b27abce218a81c93.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_7695_jpeg_jpg.rf.0e9066115cf0d43714f0256f6e74c96c.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-48-_jpg.rf.3f87a3bea7af5c29e9681b2108d06128.jpg,same_class_duplicate,3,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_794_jpeg_jpg.rf.3c8e399628a0d7954d43708e77da8989.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-46-_jpg.rf.a290807c57b52e5746478eeefb7d3919.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__thumb-3-_jpg.rf.725fd05d42a33912737bfe6dbeddc8ce.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__aug_0_9991_jpeg_jpg.rf.45318cb813000883598c3f566221fbba.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__B9781416056638000070_f007-007-9781416056638_jpg.rf.d85157e6b43fd7b1d5603de8944a3ec9.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__B9781416056638000070_f007-030-9781416056638_jpg.rf.8828bad06eb8d0cae5d5b85fb38efab0.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__B9781416056638000070_f007-038-9781416056638_jpg.rf.b1534fcaf5e63117ebcd39bbc11fa273.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__B9781416056638000070_f007-042-9781416056638_jpg.rf.c2f1af1b5fa061598ee9567843e829b3.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-14-_jpg.rf.bf6bca551de0d2b33a1aecd119b537fb.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-30-_jpg.rf.0ae8821bd17ce26b166a682164b5dd05.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-3-_jpg.rf.f620a1186d89f485530283d114d009da.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-34-_jpg.rf.c0e51b77e69e22fa78f0c38353579116.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-46-_jpg.rf.b139ab9fd607884969735a2c63ec9c78.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-4-_jpg.rf.5cd9d2451f9affa41d77af853a2464c1.jpg,same_class_duplicate,2,allergic_dermatitis
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\allergic_dermatitis\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-48-_jpg.rf.958f8250a0d5a6b317a40d5dc14bf79e.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\ringworm\roboflow__dog-and-cat-skin-disease-identification-2__flea_allergy-48-_jpg.rf.93c2d27a213d3f6d2d15bf3b728b3a3e.jpg,exact_cross_class_conflict,2,allergic_dermatitis|ringworm
