path,status,reason
expansion\dog_conjunctivitis\train_D0_21266b2a-60a5-11ec-8402-0a7404972c70_jpg.rf.g95C2eRfThPqbh9ZSuY3.jpg,flagged,likely_blurry (var=5.7)
expansion\dog_conjunctivitis\train_D0_21290fb7-60a5-11ec-8402-0a7404972c70_jpg.rf.2Dx6SsLnbjnP9PfdVtdy.jpg,flagged,likely_blurry (var=21.9)
expansion\dog_conjunctivitis\train_D0_212fc4df-60a5-11ec-8402-0a7404972c70_jpg.rf.7A4yI75ow4XMnzIBkyyV.jpg,flagged,likely_blurry (var=8.0)
expansion\dog_conjunctivitis\train_D0_2144c0e4-60a5-11ec-8402-0a7404972c70_jpg.rf.qTwk2iEzgzVNqzDDYeFA.jpg,flagged,likely_blurry (var=8.9)
expansion\dog_conjunctivitis\train_D0_30d44b13-60a5-11ec-8402-0a7404972c70_jpg.rf.MFFp3sMh0eYZHf0aREsv.jpg,flagged,likely_blurry (var=10.1)
expansion\dog_conjunctivitis\train_D0_30ec3991-60a5-11ec-8402-0a7404972c70_jpg.rf.6YekKuF69X9BAErqGEuV.jpg,flagged,likely_blurry (var=9.0)
expansion\dog_conjunctivitis\train_D0_3101186f-60a5-11ec-8402-0a7404972c70_jpg.rf.SQB40D972SKxCBHgqJSE.jpg,flagged,likely_blurry (var=8.4)
expansion\dog_conjunctivitis\train_D0_3105cc71-60a5-11ec-8402-0a7404972c70_jpg.rf.S7eJ9HJm3LuVEu2JSzpY.jpg,flagged,likely_blurry (var=8.9)
expansion\dog_conjunctivitis\train_D0_3142fcd7-60a5-11ec-8402-0a7404972c70_jpg.rf.6EHQkhLutc4VbbnQYO3M.jpg,flagged,likely_blurry (var=9.1)
expansion\dog_conjunctivitis\train_D0_314f241e-60a5-11ec-8402-0a7404972c70_jpg.rf.k0roKFphETmgSZiiZzmg.jpg,flagged,likely_blurry (var=25.5)
expansion\dog_conjunctivitis\train_D0_3158ad0b-60a5-11ec-8402-0a7404972c70_jpg.rf.CMrxx8hrl9dZaybm7HpM.jpg,ok,
expansion\dog_conjunctivitis\train_D0_3159d7cf-60a5-11ec-8402-0a7404972c70_jpg.rf.sfzhwQon8KBTDDoPnnWt.jpg,flagged,likely_blurry (var=26.9)
expansion\dog_conjunctivitis\train_D0_315c8e38-60a5-11ec-8402-0a7404972c70_jpg.rf.hV3ie2stht3GszSt9OMi.jpg,flagged,likely_blurry (var=4.5)
expansion\dog_conjunctivitis\train_D0_31682e02-60a5-11ec-8402-0a7404972c70_jpg.rf.pPTyTgLlB0NkPQBZbEhL.jpg,ok,
expansion\dog_conjunctivitis\train_D0_316fb0d1-60a5-11ec-8402-0a7404972c70_jpg.rf.C1xJ4AWx4ZFW9Yy0jWmW.jpg,flagged,likely_blurry (var=6.3)
expansion\dog_conjunctivitis\train_D18_10331494-60a5-11ec-8402-0a7404972c70_jpg.rf.SS6muryUaLoCgvIiSNdH.jpg,flagged,likely_blurry (var=11.0)
expansion\dog_conjunctivitis\train_D18_10355644-60a5-11ec-8402-0a7404972c70_jpg.rf.CLVhuY8b7B28PtARftwp.jpg,flagged,likely_blurry (var=8.6)
expansion\dog_conjunctivitis\train_D18_103780f5-60a5-11ec-8402-0a7404972c70_jpg.rf.hr6BDCN8tYkAdBcLwQrI.jpg,flagged,likely_blurry (var=9.2)
expansion\dog_conjunctivitis\train_D18_10888859-60a5-11ec-8402-0a7404972c70_jpg.rf.rcmd0Svs11FyMEmjvqXw.jpg,flagged,likely_blurry (var=13.2)
expansion\dog_conjunctivitis\train_D18_11136375-60a5-11ec-8402-0a7404972c70_jpg.rf.4NEuSdfn2OmqCIChxs2U.jpg,flagged,likely_blurry (var=12.1)
expansion\dog_conjunctivitis\train_D18_111753ea-60a5-11ec-8402-0a7404972c70_jpg.rf.fvcLyFWNdpXS6xVPLZdT.jpg,flagged,likely_blurry (var=8.6)
expansion\dog_conjunctivitis\train_D18_118199d8-60a5-11ec-8402-0a7404972c70_jpg.rf.ioupYzkZMImHPz9SqXnC.jpg,flagged,likely_blurry (var=10.2)
expansion\dog_conjunctivitis\train_D18_12695d71-60a5-11ec-8402-0a7404972c70_jpg.rf.0p1Qq2lyr66whTyWd8zr.jpg,flagged,likely_blurry (var=25.3)
expansion\dog_conjunctivitis\train_D18_1270c391-60a5-11ec-8402-0a7404972c70_jpg.rf.QCVFQkNUEvwONVMKMw94.jpg,flagged,likely_blurry (var=21.2)
expansion\dog_conjunctivitis\train_D18_1276bd48-60a5-11ec-8402-0a7404972c70_jpg.rf.i6ASRMsL2RS2Ocnx6LkZ.jpg,flagged,likely_blurry (var=28.0)
expansion\dog_conjunctivitis\train_D18_1284c6a8-60a5-11ec-8402-0a7404972c70_jpg.rf.A36ghiXXJrYxbok09jRr.jpg,flagged,likely_blurry (var=11.5)
expansion\dog_conjunctivitis\train_D18_13955176-60a5-11ec-8402-0a7404972c70_jpg.rf.tHxprqYFKLL4oNV0n6z5.jpg,ok,
expansion\dog_conjunctivitis\train_D18_1510e725-60a5-11ec-8402-0a7404972c70_jpg.rf.rSvqKMSTDzUuvpxH8OcM.jpg,ok,
expansion\dog_conjunctivitis\train_D18_1653ea5e-60a5-11ec-8402-0a7404972c70_jpg.rf.DjLECSUEsSmOkvUqWubu.jpg,flagged,likely_blurry (var=7.8)
expansion\dog_conjunctivitis\train_D18_1661ede9-60a5-11ec-8402-0a7404972c70_jpg.rf.9DD32HEDn6yvv7Qju5bk.jpg,flagged,likely_blurry (var=11.0)
expansion\dog_conjunctivitis\train_D18_168095ef-60a5-11ec-8402-0a7404972c70_jpg.rf.lRBHjlbAyTXFbmOcNugh.jpg,flagged,likely_blurry (var=8.2)
expansion\dog_conjunctivitis\train_D18_1843b0cf-60a5-11ec-8402-0a7404972c70_jpg.rf.fYz04cQie4YfV4KjCz2K.jpg,ok,
expansion\dog_conjunctivitis\train_D18_18464a68-60a5-11ec-8402-0a7404972c70_jpg.rf.srdEmBeW8g6SNeNeZexe.jpg,ok,
expansion\dog_conjunctivitis\train_D18_18572f4d-60a5-11ec-8402-0a7404972c70_jpg.rf.QZnypARUuk23lAbwrlx1.jpg,ok,
expansion\dog_conjunctivitis\train_D18_1857e395-60a5-11ec-8402-0a7404972c70_jpg.rf.jHfsnpKmqBvoFoxkvM0w.jpg,ok,
expansion\dog_conjunctivitis\train_D18_1861a7ad-60a5-11ec-8402-0a7404972c70_jpg.rf.sqH2YefW3zM4ZawrpDEe.jpg,ok,
expansion\dog_conjunctivitis\train_D18_18675a04-60a5-11ec-8402-0a7404972c70_jpg.rf.EV0ybF6Zdeps8f0SIysL.jpg,ok,
expansion\dog_conjunctivitis\train_D18_18697997-60a5-11ec-8402-0a7404972c70_jpg.rf.l7Nv7hRowrl9bpW9iEPe.jpg,ok,
expansion\dog_conjunctivitis\train_D18_18709be8-60a5-11ec-8402-0a7404972c70_jpg.rf.SLE5QKHBB8WAJGQzll5C.jpg,ok,
expansion\dog_conjunctivitis\train_D18_1914f2f7-60a5-11ec-8402-0a7404972c70_jpg.rf.wQMqwcqb1Ccc9Un4iFRx.jpg,flagged,likely_blurry (var=18.5)
expansion\dog_conjunctivitis\train_D18_1925f1f4-60a5-11ec-8402-0a7404972c70_jpg.rf.QLd7gZvCMiJvQaYYd0JJ.jpg,flagged,likely_blurry (var=17.8)
expansion\dog_conjunctivitis\train_D18_1941a6fe-60a5-11ec-8402-0a7404972c70_jpg.rf.XrjWpRHKw4ogpcy3UhB0.jpg,flagged,likely_blurry (var=6.6)
expansion\dog_conjunctivitis\train_D18_21067e86-60a5-11ec-8402-0a7404972c70_jpg.rf.pBoiGDIEUrSoMdu3aeMG.jpg,flagged,likely_blurry (var=11.2)
expansion\dog_conjunctivitis\train_D18_21097686-60a5-11ec-8402-0a7404972c70_jpg.rf.wZxzcayWHoTzkhrQtf9r.jpg,flagged,likely_blurry (var=7.0)
expansion\dog_conjunctivitis\train_D18_2113b505-60a5-11ec-8402-0a7404972c70_jpg.rf.m3eag69hlliy4udl99SO.jpg,flagged,likely_blurry (var=16.0)
expansion\dog_conjunctivitis\train_D18_2120c10f-60a5-11ec-8402-0a7404972c70_jpg.rf.NE6cHnbIhqde2oZnmI8Q.jpg,ok,
expansion\dog_conjunctivitis\train_D18_2138b196-60a5-11ec-8402-0a7404972c70_jpg.rf.amAcX3WSazB6grCWuZ13.jpg,flagged,likely_blurry (var=9.0)
expansion\dog_conjunctivitis\train_D18_2149b22a-60a5-11ec-8402-0a7404972c70_jpg.rf.3KJf5PPFeAZU4lZUXSIm.jpg,flagged,likely_blurry (var=18.6)
expansion\dog_conjunctivitis\train_D18_30886956-60a5-11ec-8402-0a7404972c70_jpg.rf.N21Z6QfB9M5mcH0CYo21.jpg,flagged,likely_blurry (var=7.2)
expansion\dog_conjunctivitis\train_D18_309569ed-60a5-11ec-8402-0a7404972c70_jpg.rf.J5RQCXoMWbAbDfARY7tQ.jpg,flagged,likely_blurry (var=10.1)
expansion\dog_conjunctivitis\train_D18_31055fb8-60a5-11ec-8402-0a7404972c70_jpg.rf.zNHDvjgDXphKNJbeO2F8.jpg,flagged,likely_blurry (var=7.8)
expansion\dog_conjunctivitis\train_D18_389462ab-60a5-11ec-8402-0a7404972c70_jpg.rf.XwMlfh7QRZUHxby01HHF.jpg,flagged,likely_blurry (var=12.1)
expansion\dog_conjunctivitis\train_D19_0d5118f4-60a5-11ec-8402-0a7404972c70_jpg.rf.xVjn5IcC5O2ZQc3dMe3B.jpg,flagged,likely_blurry (var=14.3)
expansion\dog_conjunctivitis\train_D19_0d51fed0-60a5-11ec-8402-0a7404972c70_jpg.rf.xN4oInCYSOnkEShIsZHC.jpg,flagged,likely_blurry (var=8.0)
expansion\dog_conjunctivitis\train_D19_0d543bea-60a5-11ec-8402-0a7404972c70_jpg.rf.4tb9qbkMeqKkhQn3GFj5.jpg,flagged,likely_blurry (var=10.1)
expansion\dog_conjunctivitis\train_D19_0daa54af-60a5-11ec-8402-0a7404972c70_jpg.rf.kjiPSUCcSQ4YYA4urZxO.jpg,flagged,likely_blurry (var=9.5)
expansion\dog_conjunctivitis\train_D19_0dc511d7-60a5-11ec-8402-0a7404972c70_jpg.rf.EmbTJL0LaZ220IaWxmoO.jpg,flagged,likely_blurry (var=9.3)
expansion\dog_conjunctivitis\train_D19_0dcdd5d0-60a5-11ec-8402-0a7404972c70_jpg.rf.xtXW2S3L0Tp8lo5tOTfk.jpg,flagged,likely_blurry (var=10.2)
expansion\dog_conjunctivitis\train_D19_0dd2a026-60a5-11ec-8402-0a7404972c70_jpg.rf.q289tCaQnYk82ttJgnZe.jpg,flagged,likely_blurry (var=12.0)
expansion\dog_conjunctivitis\train_D19_0dd3aed3-60a5-11ec-8402-0a7404972c70_jpg.rf.fx6bxYQx6sn3xTjgck2v.jpg,flagged,likely_blurry (var=7.0)
expansion\dog_conjunctivitis\train_D19_0e60fca4-60a5-11ec-8402-0a7404972c70_jpg.rf.fVMZUJG0Mp30ldtqi64Q.jpg,ok,
expansion\dog_conjunctivitis\train_D19_0e6d61ea-60a5-11ec-8402-0a7404972c70_jpg.rf.MeFGNPvIbiNjuzgWto2I.jpg,flagged,likely_blurry (var=18.9)
expansion\dog_conjunctivitis\train_D19_0e7b6881-60a5-11ec-8402-0a7404972c70_jpg.rf.RIfwZ0dajaCcZBNLX1b6.jpg,flagged,likely_blurry (var=28.7)
expansion\dog_conjunctivitis\train_D19_0e7e39d8-60a5-11ec-8402-0a7404972c70_jpg.rf.n6yYeLYnYqErfhhonLUO.jpg,flagged,likely_blurry (var=21.9)
expansion\dog_conjunctivitis\train_D19_0e841882-60a5-11ec-8402-0a7404972c70_jpg.rf.L0BeVro7jslAeu7CNTKb.jpg,flagged,likely_blurry (var=11.2)
expansion\dog_conjunctivitis\train_D19_0e844aff-60a5-11ec-8402-0a7404972c70_jpg.rf.QZvIF9TtEyNVfqqlbU5e.jpg,flagged,likely_blurry (var=21.5)
expansion\dog_conjunctivitis\train_D19_0eb2c705-60a5-11ec-8402-0a7404972c70_jpg.rf.HdNgmKwKN6lCwviLoIj0.jpg,ok,
expansion\dog_conjunctivitis\train_D19_0eb31b17-60a5-11ec-8402-0a7404972c70_jpg.rf.y3nrwCdo51Ihpd65jJb7.jpg,flagged,likely_blurry (var=19.5)
expansion\dog_conjunctivitis\train_D19_0eb5e4bb-60a5-11ec-8402-0a7404972c70_jpg.rf.ILd59YMnP8ceg0UKCpzj.jpg,flagged,likely_blurry (var=12.9)
expansion\dog_conjunctivitis\train_D19_0ed925da-60a5-11ec-8402-0a7404972c70_jpg.rf.ascPRLAIdWDCLAzALKuy.jpg,ok,
expansion\dog_conjunctivitis\train_D19_0ff75350-60a5-11ec-8402-0a7404972c70_jpg.rf.Qc9UdXeTGKs0dbrxTLtm.jpg,flagged,likely_blurry (var=10.8)
expansion\dog_conjunctivitis\train_D19_10a5a84e-60a5-11ec-8402-0a7404972c70_jpg.rf.0pKwlfmDIMSGfqhcKZyF.jpg,flagged,likely_blurry (var=10.3)
expansion\dog_conjunctivitis\train_D19_10bd6109-60a5-11ec-8402-0a7404972c70_jpg.rf.alKeQ3JlGiKkYC48oQm8.jpg,flagged,likely_blurry (var=8.9)
expansion\dog_conjunctivitis\train_D19_12d0e7b8-60a5-11ec-8402-0a7404972c70_jpg.rf.rvZzKfgyTOa5boYDCkox.jpg,ok,
expansion\dog_conjunctivitis\train_D19_12e375a0-60a5-11ec-8402-0a7404972c70_jpg.rf.Durb9KGCAKnaZov4IQpQ.jpg,flagged,likely_blurry (var=23.8)
expansion\dog_conjunctivitis\train_D19_12f19673-60a5-11ec-8402-0a7404972c70_jpg.rf.8Cffnx76Tm4EYTYJSXhR.jpg,flagged,likely_blurry (var=19.0)
expansion\dog_conjunctivitis\train_D19_1ce1d77b-60a5-11ec-8402-0a7404972c70_jpg.rf.j6MUyqSN4joaqSCL4G2G.jpg,flagged,likely_blurry (var=7.8)
expansion\dog_conjunctivitis\train_D19_1ce1e452-60a5-11ec-8402-0a7404972c70_jpg.rf.L780VDxFaOjE5TvO183P.jpg,flagged,likely_blurry (var=14.7)
expansion\dog_conjunctivitis\train_D19_1cf8ba91-60a5-11ec-8402-0a7404972c70_jpg.rf.mfh7ddmHOGgByhIicIfZ.jpg,flagged,likely_blurry (var=23.1)
expansion\dog_conjunctivitis\train_D1_02fad98b-60a5-11ec-8402-0a7404972c70_jpg.rf.dcd1OsXqadOy8S2105ZP.jpg,flagged,likely_blurry (var=6.7)
expansion\dog_conjunctivitis\train_D1_0305b772-60a5-11ec-8402-0a7404972c70_jpg.rf.q3w3ag672N2i5MdTgfnK.jpg,flagged,likely_blurry (var=8.8)
expansion\dog_conjunctivitis\train_D1_0307834f-60a5-11ec-8402-0a7404972c70_jpg.rf.PylKNBzWsSvkMMNjOZL9.jpg,flagged,likely_blurry (var=9.0)
expansion\dog_conjunctivitis\train_D1_036d17fb-60a5-11ec-8402-0a7404972c70_jpg.rf.0hNEC0bKTS2R0QQsD1wm.jpg,ok,
expansion\dog_conjunctivitis\train_D1_03ad44c0-60a5-11ec-8402-0a7404972c70_jpg.rf.9SX6tZPYkSj1brc1sKIk.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0d4fc3a6-60a5-11ec-8402-0a7404972c70_jpg.rf.HXcZFmsBGfQJRYXH6TJt.jpg,flagged,likely_blurry (var=9.9)
expansion\dog_conjunctivitis\train_D1_0d50fdd5-60a5-11ec-8402-0a7404972c70_jpg.rf.hAg70JPA2TF7LtLWvExF.jpg,flagged,likely_blurry (var=10.8)
expansion\dog_conjunctivitis\train_D1_0dac9756-60a5-11ec-8402-0a7404972c70_jpg.rf.JI6yUM1GiE30AXYE7Cba.jpg,flagged,likely_blurry (var=10.9)
expansion\dog_conjunctivitis\train_D1_0dadd9c0-60a5-11ec-8402-0a7404972c70_jpg.rf.uaxFfXABMfe4Hsqah8Q1.jpg,flagged,likely_blurry (var=10.3)
expansion\dog_conjunctivitis\train_D1_0db06bd3-60a5-11ec-8402-0a7404972c70_jpg.rf.QUnXQTcicHRwgelfCb8D.jpg,flagged,likely_blurry (var=10.2)
expansion\dog_conjunctivitis\train_D1_0db505ad-60a5-11ec-8402-0a7404972c70_jpg.rf.SxJCMEK15YNlJfzQkUTQ.jpg,flagged,likely_blurry (var=15.0)
expansion\dog_conjunctivitis\train_D1_0dc8565f-60a5-11ec-8402-0a7404972c70_jpg.rf.EN1MPgd0IVskkxKs5YfF.jpg,flagged,likely_blurry (var=13.7)
expansion\dog_conjunctivitis\train_D1_0dcbe037-60a5-11ec-8402-0a7404972c70_jpg.rf.7uQWyurVkSmUUTRsv470.jpg,flagged,likely_blurry (var=11.7)
expansion\dog_conjunctivitis\train_D1_0dfeaa36-60a5-11ec-8402-0a7404972c70_jpg.rf.YkCy4RNpzC35LlQY1dQv.jpg,flagged,likely_blurry (var=9.1)
expansion\dog_conjunctivitis\train_D1_0e407828-60a5-11ec-8402-0a7404972c70_jpg.rf.rnTswJWHseA8Y7gRKpwi.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0e43f5f0-60a5-11ec-8402-0a7404972c70_jpg.rf.w0dt8VP89igcNSi38FHr.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0e4bf91c-60a5-11ec-8402-0a7404972c70_jpg.rf.o1xCvA4IMSeYHN0CCgpV.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0e4d57a4-60a5-11ec-8402-0a7404972c70_jpg.rf.br51YtQh0V0Z9z9Myng7.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0e6e8b46-60a5-11ec-8402-0a7404972c70_jpg.rf.RnvZpkOfY3PwbyTHmPba.jpg,flagged,likely_blurry (var=11.5)
expansion\dog_conjunctivitis\train_D1_0e7d9a2b-60a5-11ec-8402-0a7404972c70_jpg.rf.PEA0MW9gF3baSf17JD7c.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0e7e43b3-60a5-11ec-8402-0a7404972c70_jpg.rf.7TYv2C5yBd9mz8oxVmnA.jpg,flagged,likely_blurry (var=26.1)
expansion\dog_conjunctivitis\train_D1_0eb6645e-60a5-11ec-8402-0a7404972c70_jpg.rf.kRh5vUW7f4uvXXbuHrIi.jpg,flagged,likely_blurry (var=10.8)
expansion\dog_conjunctivitis\train_D1_0eeb6988-60a5-11ec-8402-0a7404972c70_jpg.rf.kFY4sbIlzCAHArHmHjV2.jpg,ok,
expansion\dog_conjunctivitis\train_D1_0eeba438-60a5-11ec-8402-0a7404972c70_jpg.rf.QdDKnTJLGHcAhZIDp1F5.jpg,ok,
expansion\dog_conjunctivitis\train_D1_10060946-60a5-11ec-8402-0a7404972c70_jpg.rf.MN2R9jwaMppoyONduUtg.jpg,flagged,likely_blurry (var=23.2)
expansion\dog_conjunctivitis\train_D1_100f83b2-60a5-11ec-8402-0a7404972c70_jpg.rf.mIBTEHg4MV979lKaAYIm.jpg,flagged,likely_blurry (var=10.5)
expansion\dog_conjunctivitis\train_D1_1023489c-60a5-11ec-8402-0a7404972c70_jpg.rf.muUfyn3LYbyXCtx8sdng.jpg,flagged,likely_blurry (var=9.3)
expansion\dog_conjunctivitis\train_D1_1029b8cb-60a5-11ec-8402-0a7404972c70_jpg.rf.LynqUUOgzfhviUO2FU7F.jpg,flagged,likely_blurry (var=5.6)
expansion\dog_conjunctivitis\train_D1_102c79c2-60a5-11ec-8402-0a7404972c70_jpg.rf.OfqAu8kBRBETjG9cUZE5.jpg,flagged,likely_blurry (var=10.5)
expansion\dog_conjunctivitis\train_D1_102cd016-60a5-11ec-8402-0a7404972c70_jpg.rf.CvvW3GwyjjRdtO4tTzaI.jpg,flagged,likely_blurry (var=9.8)
expansion\dog_conjunctivitis\train_D1_10339a36-60a5-11ec-8402-0a7404972c70_jpg.rf.H47rXrEOnRHhGp6rkG1y.jpg,flagged,likely_blurry (var=12.8)
expansion\dog_conjunctivitis\train_D1_1035ad71-60a5-11ec-8402-0a7404972c70_jpg.rf.Ry3wgZ5cfh2Rr3Qdroiw.jpg,flagged,likely_blurry (var=10.0)
expansion\dog_conjunctivitis\train_D1_103b939b-60a5-11ec-8402-0a7404972c70_jpg.rf.2H2MX5YIfUg0uR1blIM8.jpg,flagged,likely_blurry (var=7.4)
expansion\dog_conjunctivitis\train_D1_103d7b6f-60a5-11ec-8402-0a7404972c70_jpg.rf.Em5WUVSlmgM4nMXipbX1.jpg,flagged,likely_blurry (var=8.0)
expansion\dog_conjunctivitis\train_D1_104e6936-60a5-11ec-8402-0a7404972c70_jpg.rf.vAeXjoGfpSDH8ynrCbWl.jpg,flagged,likely_blurry (var=12.5)
expansion\dog_conjunctivitis\train_D1_1065ad48-60a5-11ec-8402-0a7404972c70_jpg.rf.7YA72TEBxqttg6y6QNLE.jpg,flagged,likely_blurry (var=8.8)
expansion\dog_conjunctivitis\train_D1_106ad352-60a5-11ec-8402-0a7404972c70_jpg.rf.JxIOzbwiPEOP4E8NB1Ci.jpg,flagged,likely_blurry (var=8.3)
expansion\dog_conjunctivitis\train_D1_107ff152-60a5-11ec-8402-0a7404972c70_jpg.rf.Tfxz187yFz3mMLsvY1vJ.jpg,flagged,likely_blurry (var=9.2)
expansion\dog_conjunctivitis\train_D1_108646d5-60a5-11ec-8402-0a7404972c70_jpg.rf.IdnPLX7J2GhEDqHNchSc.jpg,flagged,likely_blurry (var=8.0)
expansion\dog_conjunctivitis\train_D1_108ec636-60a5-11ec-8402-0a7404972c70_jpg.rf.IMFhXLKSSCygWG51vQ50.jpg,flagged,likely_blurry (var=9.0)
expansion\dog_conjunctivitis\train_D1_10a297ba-60a5-11ec-8402-0a7404972c70_jpg.rf.hd1k3ia0NtLcQ8k5pByF.jpg,flagged,likely_blurry (var=9.3)
expansion\dog_conjunctivitis\train_D1_10bb3342-60a5-11ec-8402-0a7404972c70_jpg.rf.HuSivU0d2fq6s2CgVDHY.jpg,flagged,likely_blurry (var=10.3)
expansion\dog_conjunctivitis\train_D1_11171def-60a5-11ec-8402-0a7404972c70_jpg.rf.IYZHzvq7MDf13tTFhPv0.jpg,flagged,likely_blurry (var=7.1)
expansion\dog_conjunctivitis\train_D1_11193d96-60a5-11ec-8402-0a7404972c70_jpg.rf.hYRXs9mWadKQ6qF8Ns1B.jpg,flagged,likely_blurry (var=11.0)
expansion\dog_conjunctivitis\train_D1_111addb4-60a5-11ec-8402-0a7404972c70_jpg.rf.uaLh1gOfko4IKW3JbRey.jpg,flagged,likely_blurry (var=8.4)
expansion\dog_conjunctivitis\train_D1_116c5fe4-60a5-11ec-8402-0a7404972c70_jpg.rf.oE0aFusB1ezsjUf05ixB.jpg,flagged,likely_blurry (var=8.3)
expansion\dog_conjunctivitis\train_D1_116d657a-60a5-11ec-8402-0a7404972c70_jpg.rf.Gu9iOe2kugS5lk7sXnCr.jpg,flagged,likely_blurry (var=9.4)
expansion\dog_conjunctivitis\train_D1_116d6d7b-60a5-11ec-8402-0a7404972c70_jpg.rf.KgyUf7SlBoO9RBmQXoaW.jpg,flagged,likely_blurry (var=8.6)
expansion\dog_conjunctivitis\train_D1_116db797-60a5-11ec-8402-0a7404972c70_jpg.rf.1uhUYCxRL1FPoOCsKVTF.jpg,flagged,likely_blurry (var=9.6)
expansion\dog_conjunctivitis\train_D1_118a8053-60a5-11ec-8402-0a7404972c70_jpg.rf.l2luL7iFZSHCDP4fwP3Y.jpg,flagged,likely_blurry (var=9.7)
expansion\dog_conjunctivitis\train_D1_1258c896-60a5-11ec-8402-0a7404972c70_jpg.rf.ndyPK7k6CVBruy5W3mIr.jpg,flagged,likely_blurry (var=24.6)
expansion\dog_conjunctivitis\train_D1_126b37c5-60a5-11ec-8402-0a7404972c70_jpg.rf.BkoVX5NwBoFMzaiPOpC6.jpg,flagged,likely_blurry (var=23.2)
expansion\dog_conjunctivitis\train_D1_1270651e-60a5-11ec-8402-0a7404972c70_jpg.rf.wMRYUbdkSh0VQXu5irmM.jpg,flagged,likely_blurry (var=24.9)
expansion\dog_conjunctivitis\train_D1_1277168e-60a5-11ec-8402-0a7404972c70_jpg.rf.rOnPktwpp6QmfMv0SqGu.jpg,flagged,likely_blurry (var=25.3)
expansion\dog_conjunctivitis\train_D1_127bf7be-60a5-11ec-8402-0a7404972c70_jpg.rf.St8BI5GJ4y0ZbE5diKTX.jpg,ok,
expansion\dog_conjunctivitis\train_D1_128e29e8-60a5-11ec-8402-0a7404972c70_jpg.rf.MNcUXO8zNi4q6tDjwvOZ.jpg,flagged,likely_blurry (var=11.3)
expansion\dog_conjunctivitis\train_D1_128f20de-60a5-11ec-8402-0a7404972c70_jpg.rf.YELR2SF5wfz1Dltkj8xI.jpg,flagged,likely_blurry (var=13.4)
expansion\dog_conjunctivitis\train_D1_12903186-60a5-11ec-8402-0a7404972c70_jpg.rf.DH3tlVoa1CaIsiOvWwRi.jpg,flagged,likely_blurry (var=17.0)
expansion\dog_conjunctivitis\train_D1_129222fd-60a5-11ec-8402-0a7404972c70_jpg.rf.m15FbIwhocEUKP9FdpoS.jpg,flagged,likely_blurry (var=29.7)
expansion\dog_conjunctivitis\train_D1_1292f867-60a5-11ec-8402-0a7404972c70_jpg.rf.0qeCuYDkWSDOVlhgTnSE.jpg,ok,
expansion\dog_conjunctivitis\train_D1_129cefae-60a5-11ec-8402-0a7404972c70_jpg.rf.eR5Qe6aVe4NZSWRsPmgg.jpg,ok,
expansion\dog_conjunctivitis\train_D1_12e30974-60a5-11ec-8402-0a7404972c70_jpg.rf.zJAEwmm68YnEBzfX3zoL.jpg,ok,
expansion\dog_conjunctivitis\train_D1_12e8bf14-60a5-11ec-8402-0a7404972c70_jpg.rf.WhXvsz8LZUSkMTTVvUX8.jpg,flagged,likely_blurry (var=15.8)
expansion\dog_conjunctivitis\train_D1_12ebfb64-60a5-11ec-8402-0a7404972c70_jpg.rf.IAHm223kUJTMzLHH8fln.jpg,flagged,likely_blurry (var=13.2)
expansion\dog_conjunctivitis\train_D1_12f1d83e-60a5-11ec-8402-0a7404972c70_jpg.rf.wyz3LDyCrU22YMSr4N4P.jpg,flagged,likely_blurry (var=10.9)
expansion\dog_conjunctivitis\train_D1_12f7af4e-60a5-11ec-8402-0a7404972c70_jpg.rf.91IGRWZKEnKHmwavwMmM.jpg,ok,
expansion\dog_conjunctivitis\train_D1_13571ace-60a5-11ec-8402-0a7404972c70_jpg.rf.znwJfyYsD5ucFOWXJjp0.jpg,flagged,likely_blurry (var=12.2)
expansion\dog_conjunctivitis\train_D1_13917749-60a5-11ec-8402-0a7404972c70_jpg.rf.GgkEHLLBoWnX3wkGWtqz.jpg,flagged,likely_blurry (var=15.8)
expansion\dog_conjunctivitis\train_D1_15103cbc-60a5-11ec-8402-0a7404972c70_jpg.rf.J7cS3WV43sVsfGzh2a11.jpg,ok,
expansion\dog_conjunctivitis\train_D1_15147457-60a5-11ec-8402-0a7404972c70_jpg.rf.bVXoLo3I3sAVs8AGLvfw.jpg,ok,
expansion\dog_conjunctivitis\train_D1_184b5cde-60a5-11ec-8402-0a7404972c70_jpg.rf.UpywtAIACXdgPDksYVVp.jpg,ok,
expansion\dog_conjunctivitis\train_D1_1866dd2e-60a5-11ec-8402-0a7404972c70_jpg.rf.FEUEgOMliifx8fWFYpl9.jpg,ok,
expansion\dog_conjunctivitis\train_D1_1871e33d-60a5-11ec-8402-0a7404972c70_jpg.rf.uU9KFyNDOGExYn5iAS2I.jpg,ok,
expansion\dog_conjunctivitis\train_D1_18760503-60a5-11ec-8402-0a7404972c70_jpg.rf.S4SI8ggPXQ1MDKi37lU0.jpg,ok,
expansion\dog_conjunctivitis\train_D1_187d8f7a-60a5-11ec-8402-0a7404972c70_jpg.rf.mQ76Hm0UVS1WRloWbFxR.jpg,ok,
