path,filename,split,extension
expansion\dog_entropion\train_D12_0e57a663-60a5-11ec-8402-0a7404972c70_jpg.rf.9KlLi5iYOZFweO4BIq0h.jpg,train_D12_0e57a663-60a5-11ec-8402-0a7404972c70_jpg.rf.9KlLi5iYOZFweO4BIq0h.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e5a615b-60a5-11ec-8402-0a7404972c70_jpg.rf.vh45jkVGPF99AAAqPzGL.jpg,train_D12_0e5a615b-60a5-11ec-8402-0a7404972c70_jpg.rf.vh45jkVGPF99AAAqPzGL.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e602537-60a5-11ec-8402-0a7404972c70_jpg.rf.CcXXfvoCiaz7ipLzZdp6.jpg,train_D12_0e602537-60a5-11ec-8402-0a7404972c70_jpg.rf.CcXXfvoCiaz7ipLzZdp6.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e622a09-60a5-11ec-8402-0a7404972c70_jpg.rf.pz2dyN8otfgiKZYqyFyV.jpg,train_D12_0e622a09-60a5-11ec-8402-0a7404972c70_jpg.rf.pz2dyN8otfgiKZYqyFyV.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e6d3c6d-60a5-11ec-8402-0a7404972c70_jpg.rf.ZMjhcvXorRyUklgG1ZNk.jpg,train_D12_0e6d3c6d-60a5-11ec-8402-0a7404972c70_jpg.rf.ZMjhcvXorRyUklgG1ZNk.jpg,train,.jpg
expansion\dog_entropion\train_D12_2e29bc63-60a5-11ec-8402-0a7404972c70_jpg.rf.nLVSwIlFOWXGarKoC6IU.jpg,train_D12_2e29bc63-60a5-11ec-8402-0a7404972c70_jpg.rf.nLVSwIlFOWXGarKoC6IU.jpg,train,.jpg
expansion\dog_entropion\train_D12_333d4bca-60a5-11ec-8402-0a7404972c70_jpg.rf.d5W1otQzRKbTbdZoN1OW.jpg,train_D12_333d4bca-60a5-11ec-8402-0a7404972c70_jpg.rf.d5W1otQzRKbTbdZoN1OW.jpg,train,.jpg
expansion\dog_entropion\train_D12_36a6eb75-60a5-11ec-8402-0a7404972c70_jpg.rf.Czid7Cl1ybH6bdiU8z1E.jpg,train_D12_36a6eb75-60a5-11ec-8402-0a7404972c70_jpg.rf.Czid7Cl1ybH6bdiU8z1E.jpg,train,.jpg
expansion\dog_entropion\train_D13_03658395-60a5-11ec-8402-0a7404972c70_jpg.rf.SrIdOrEsQDCUJ9801OMs.jpg,train_D13_03658395-60a5-11ec-8402-0a7404972c70_jpg.rf.SrIdOrEsQDCUJ9801OMs.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e42aafa-60a5-11ec-8402-0a7404972c70_jpg.rf.0Agcgz6EiKOKRilbQXI9.jpg,train_D13_0e42aafa-60a5-11ec-8402-0a7404972c70_jpg.rf.0Agcgz6EiKOKRilbQXI9.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e4bbaf2-60a5-11ec-8402-0a7404972c70_jpg.rf.57Jevz8Hv0fkoX6FxBVz.jpg,train_D13_0e4bbaf2-60a5-11ec-8402-0a7404972c70_jpg.rf.57Jevz8Hv0fkoX6FxBVz.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e56cb58-60a5-11ec-8402-0a7404972c70_jpg.rf.MGRoJrgK7OfbEHO1azqA.jpg,train_D13_0e56cb58-60a5-11ec-8402-0a7404972c70_jpg.rf.MGRoJrgK7OfbEHO1azqA.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e5e2770-60a5-11ec-8402-0a7404972c70_jpg.rf.lqF4sREUSYgGbagNsOAR.jpg,train_D13_0e5e2770-60a5-11ec-8402-0a7404972c70_jpg.rf.lqF4sREUSYgGbagNsOAR.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e5e3ff9-60a5-11ec-8402-0a7404972c70_jpg.rf.401ponrMBYP3AQFkhaFd.jpg,train_D13_0e5e3ff9-60a5-11ec-8402-0a7404972c70_jpg.rf.401ponrMBYP3AQFkhaFd.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e5ef681-60a5-11ec-8402-0a7404972c70_jpg.rf.3JwbWYn7Be4CbPr1xAsQ.jpg,train_D13_0e5ef681-60a5-11ec-8402-0a7404972c70_jpg.rf.3JwbWYn7Be4CbPr1xAsQ.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e60c79c-60a5-11ec-8402-0a7404972c70_jpg.rf.2WCOS1Lz7fFCGB0o59ri.jpg,train_D13_0e60c79c-60a5-11ec-8402-0a7404972c70_jpg.rf.2WCOS1Lz7fFCGB0o59ri.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e62251d-60a5-11ec-8402-0a7404972c70_jpg.rf.O9iBudFRhw702FXGj9Oa.jpg,train_D13_0e62251d-60a5-11ec-8402-0a7404972c70_jpg.rf.O9iBudFRhw702FXGj9Oa.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e70688d-60a5-11ec-8402-0a7404972c70_jpg.rf.ufm6UY3gRv3lK57j7Dmb.jpg,train_D13_0e70688d-60a5-11ec-8402-0a7404972c70_jpg.rf.ufm6UY3gRv3lK57j7Dmb.jpg,train,.jpg
expansion\dog_entropion\train_D13_0e79604e-60a5-11ec-8402-0a7404972c70_jpg.rf.abe3DsG7ON2XycwBHvAY.jpg,train_D13_0e79604e-60a5-11ec-8402-0a7404972c70_jpg.rf.abe3DsG7ON2XycwBHvAY.jpg,train,.jpg
expansion\dog_entropion\train_D13_333dc996-60a5-11ec-8402-0a7404972c70_jpg.rf.IooOgHkXmxW1mjIjtS4X.jpg,train_D13_333dc996-60a5-11ec-8402-0a7404972c70_jpg.rf.IooOgHkXmxW1mjIjtS4X.jpg,train,.jpg
expansion\dog_entropion\train_D13_333e0870-60a5-11ec-8402-0a7404972c70_jpg.rf.pjumalu80XBUZewy6uAL.jpg,train_D13_333e0870-60a5-11ec-8402-0a7404972c70_jpg.rf.pjumalu80XBUZewy6uAL.jpg,train,.jpg
expansion\dog_entropion\train_D13_36a6db30-60a5-11ec-8402-0a7404972c70_jpg.rf.K3KdfBLNotDCXSEaTgu1.jpg,train_D13_36a6db30-60a5-11ec-8402-0a7404972c70_jpg.rf.K3KdfBLNotDCXSEaTgu1.jpg,train,.jpg
expansion\dog_entropion\train_D14_0369c404-60a5-11ec-8402-0a7404972c70_jpg.rf.SsPuz02ZWwFAP6JEhBPB.jpg,train_D14_0369c404-60a5-11ec-8402-0a7404972c70_jpg.rf.SsPuz02ZWwFAP6JEhBPB.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e449e53-60a5-11ec-8402-0a7404972c70_jpg.rf.FnJdGMTktHRb5saZ1VGz.jpg,train_D14_0e449e53-60a5-11ec-8402-0a7404972c70_jpg.rf.FnJdGMTktHRb5saZ1VGz.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e474b19-60a5-11ec-8402-0a7404972c70_jpg.rf.AzoGGmV9nXZ6wxMutkYw.jpg,train_D14_0e474b19-60a5-11ec-8402-0a7404972c70_jpg.rf.AzoGGmV9nXZ6wxMutkYw.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e4a65d5-60a5-11ec-8402-0a7404972c70_jpg.rf.s81QzRBqf8TU8ElSE31e.jpg,train_D14_0e4a65d5-60a5-11ec-8402-0a7404972c70_jpg.rf.s81QzRBqf8TU8ElSE31e.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e4bc041-60a5-11ec-8402-0a7404972c70_jpg.rf.cDDC5KbRGnKAWSLiZRZD.jpg,train_D14_0e4bc041-60a5-11ec-8402-0a7404972c70_jpg.rf.cDDC5KbRGnKAWSLiZRZD.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e4ccd30-60a5-11ec-8402-0a7404972c70_jpg.rf.pdZqETkOWlOazsmXssEM.jpg,train_D14_0e4ccd30-60a5-11ec-8402-0a7404972c70_jpg.rf.pdZqETkOWlOazsmXssEM.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e4f9e98-60a5-11ec-8402-0a7404972c70_jpg.rf.Ytv00N2PQELZoENbulDp.jpg,train_D14_0e4f9e98-60a5-11ec-8402-0a7404972c70_jpg.rf.Ytv00N2PQELZoENbulDp.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e57689a-60a5-11ec-8402-0a7404972c70_jpg.rf.85QzXbfJeSDvajbiGp5y.jpg,train_D14_0e57689a-60a5-11ec-8402-0a7404972c70_jpg.rf.85QzXbfJeSDvajbiGp5y.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e58c44c-60a5-11ec-8402-0a7404972c70_jpg.rf.vz0FkHZduOm7anSUqvVJ.jpg,train_D14_0e58c44c-60a5-11ec-8402-0a7404972c70_jpg.rf.vz0FkHZduOm7anSUqvVJ.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e61148b-60a5-11ec-8402-0a7404972c70_jpg.rf.v0Rw8eBwdAlicBXoKoDW.jpg,train_D14_0e61148b-60a5-11ec-8402-0a7404972c70_jpg.rf.v0Rw8eBwdAlicBXoKoDW.jpg,train,.jpg
expansion\dog_entropion\train_D14_0e624a14-60a5-11ec-8402-0a7404972c70_jpg.rf.tL6uPckT4pOkIH5pQmMs.jpg,train_D14_0e624a14-60a5-11ec-8402-0a7404972c70_jpg.rf.tL6uPckT4pOkIH5pQmMs.jpg,train,.jpg
expansion\dog_entropion\train_D14_36a60763-60a5-11ec-8402-0a7404972c70_jpg.rf.VE8wJIJJ4qxtdujPHIx8.jpg,train_D14_36a60763-60a5-11ec-8402-0a7404972c70_jpg.rf.VE8wJIJJ4qxtdujPHIx8.jpg,train,.jpg
expansion\dog_entropion\train_D15_0368afcd-60a5-11ec-8402-0a7404972c70_jpg.rf.DPZ5K7uTdx3jG0Vbm65J.jpg,train_D15_0368afcd-60a5-11ec-8402-0a7404972c70_jpg.rf.DPZ5K7uTdx3jG0Vbm65J.jpg,train,.jpg
expansion\dog_entropion\train_D15_0368e9b5-60a5-11ec-8402-0a7404972c70_jpg.rf.Xw3rt4rJinEtCiQTFhxQ.jpg,train_D15_0368e9b5-60a5-11ec-8402-0a7404972c70_jpg.rf.Xw3rt4rJinEtCiQTFhxQ.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e43ea0b-60a5-11ec-8402-0a7404972c70_jpg.rf.BFIMHy1WgTMVYfoyZRPj.jpg,train_D15_0e43ea0b-60a5-11ec-8402-0a7404972c70_jpg.rf.BFIMHy1WgTMVYfoyZRPj.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e51a999-60a5-11ec-8402-0a7404972c70_jpg.rf.3AeLsUehrWTobuPCsZcN.jpg,train_D15_0e51a999-60a5-11ec-8402-0a7404972c70_jpg.rf.3AeLsUehrWTobuPCsZcN.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e539a40-60a5-11ec-8402-0a7404972c70_jpg.rf.ATkF8w1Elpz8hOKrmrAo.jpg,train_D15_0e539a40-60a5-11ec-8402-0a7404972c70_jpg.rf.ATkF8w1Elpz8hOKrmrAo.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e57a17c-60a5-11ec-8402-0a7404972c70_jpg.rf.Sf3GQY1WZislzUqIpAJA.jpg,train_D15_0e57a17c-60a5-11ec-8402-0a7404972c70_jpg.rf.Sf3GQY1WZislzUqIpAJA.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e5dfdde-60a5-11ec-8402-0a7404972c70_jpg.rf.2nBJIm8hsy3bTHLl48NZ.jpg,train_D15_0e5dfdde-60a5-11ec-8402-0a7404972c70_jpg.rf.2nBJIm8hsy3bTHLl48NZ.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e5fba1d-60a5-11ec-8402-0a7404972c70_jpg.rf.bk6D2PLrFR9y6GAySB8j.jpg,train_D15_0e5fba1d-60a5-11ec-8402-0a7404972c70_jpg.rf.bk6D2PLrFR9y6GAySB8j.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e606de0-60a5-11ec-8402-0a7404972c70_jpg.rf.U4XchCzRHjPKtN8mHK27.jpg,train_D15_0e606de0-60a5-11ec-8402-0a7404972c70_jpg.rf.U4XchCzRHjPKtN8mHK27.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e61283e-60a5-11ec-8402-0a7404972c70_jpg.rf.uuu0M2PvCbsFoMH9C6Ex.jpg,train_D15_0e61283e-60a5-11ec-8402-0a7404972c70_jpg.rf.uuu0M2PvCbsFoMH9C6Ex.jpg,train,.jpg
expansion\dog_entropion\train_D15_0e69c756-60a5-11ec-8402-0a7404972c70_jpg.rf.849gYeR7Z0iAK74GZWmh.jpg,train_D15_0e69c756-60a5-11ec-8402-0a7404972c70_jpg.rf.849gYeR7Z0iAK74GZWmh.jpg,train,.jpg
expansion\dog_entropion\train_D15_2ed3a067-60a5-11ec-8402-0a7404972c70_jpg.rf.sigO8NiTww56JQQKHpqy.jpg,train_D15_2ed3a067-60a5-11ec-8402-0a7404972c70_jpg.rf.sigO8NiTww56JQQKHpqy.jpg,train,.jpg
expansion\dog_entropion\train_D15_31c8cb3f-60a5-11ec-8402-0a7404972c70_jpg.rf.hTlCcsy1cCsbjeW3Ep9g.jpg,train_D15_31c8cb3f-60a5-11ec-8402-0a7404972c70_jpg.rf.hTlCcsy1cCsbjeW3Ep9g.jpg,train,.jpg
expansion\dog_entropion\train_D15_334255db-60a5-11ec-8402-0a7404972c70_jpg.rf.Sk3A0sEQ1e9flpkulA7K.jpg,train_D15_334255db-60a5-11ec-8402-0a7404972c70_jpg.rf.Sk3A0sEQ1e9flpkulA7K.jpg,train,.jpg
expansion\dog_entropion\train_D15_3d93e65f-60a5-11ec-8402-0a7404972c70_jpg.rf.c0WFwcFNLob9G5qt1taC.jpg,train_D15_3d93e65f-60a5-11ec-8402-0a7404972c70_jpg.rf.c0WFwcFNLob9G5qt1taC.jpg,train,.jpg
expansion\dog_entropion\train_D16_0369f354-60a5-11ec-8402-0a7404972c70_jpg.rf.q7wOLyxxFcJ7zLZYFvKa.jpg,train_D16_0369f354-60a5-11ec-8402-0a7404972c70_jpg.rf.q7wOLyxxFcJ7zLZYFvKa.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e46034a-60a5-11ec-8402-0a7404972c70_jpg.rf.E5B60o23KLDSo9pnxCbj.jpg,train_D16_0e46034a-60a5-11ec-8402-0a7404972c70_jpg.rf.E5B60o23KLDSo9pnxCbj.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e4e3534-60a5-11ec-8402-0a7404972c70_jpg.rf.HFtFjENKYn5MZmI0b9Wv.jpg,train_D16_0e4e3534-60a5-11ec-8402-0a7404972c70_jpg.rf.HFtFjENKYn5MZmI0b9Wv.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e4f3764-60a5-11ec-8402-0a7404972c70_jpg.rf.sUBdotd6imKjL040aUxJ.jpg,train_D16_0e4f3764-60a5-11ec-8402-0a7404972c70_jpg.rf.sUBdotd6imKjL040aUxJ.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e59b01b-60a5-11ec-8402-0a7404972c70_jpg.rf.QCAId5D5Z4w2LpNKBWVq.jpg,train_D16_0e59b01b-60a5-11ec-8402-0a7404972c70_jpg.rf.QCAId5D5Z4w2LpNKBWVq.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e5a8a0a-60a5-11ec-8402-0a7404972c70_jpg.rf.FDKRsixOjywUwQvJWVR7.jpg,train_D16_0e5a8a0a-60a5-11ec-8402-0a7404972c70_jpg.rf.FDKRsixOjywUwQvJWVR7.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e5d80f0-60a5-11ec-8402-0a7404972c70_jpg.rf.Yc2z8aiENCLCArCGKuPn.jpg,train_D16_0e5d80f0-60a5-11ec-8402-0a7404972c70_jpg.rf.Yc2z8aiENCLCArCGKuPn.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e5e44cc-60a5-11ec-8402-0a7404972c70_jpg.rf.hYOooYLoHfUZ669wTUTp.jpg,train_D16_0e5e44cc-60a5-11ec-8402-0a7404972c70_jpg.rf.hYOooYLoHfUZ669wTUTp.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e5fc402-60a5-11ec-8402-0a7404972c70_jpg.rf.ytl5NJCGJQ8xMLVX37O9.jpg,train_D16_0e5fc402-60a5-11ec-8402-0a7404972c70_jpg.rf.ytl5NJCGJQ8xMLVX37O9.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e6035cf-60a5-11ec-8402-0a7404972c70_jpg.rf.vbJbh4B0ZqLoWQWEDB8F.jpg,train_D16_0e6035cf-60a5-11ec-8402-0a7404972c70_jpg.rf.vbJbh4B0ZqLoWQWEDB8F.jpg,train,.jpg
expansion\dog_entropion\train_D16_0e6174ab-60a5-11ec-8402-0a7404972c70_jpg.rf.HpEuPc2x7efEMLwQmr0H.jpg,train_D16_0e6174ab-60a5-11ec-8402-0a7404972c70_jpg.rf.HpEuPc2x7efEMLwQmr0H.jpg,train,.jpg
expansion\dog_entropion\train_D16_31c8f9be-60a5-11ec-8402-0a7404972c70_jpg.rf.SvwoCA5oFfyp4BPrHNyG.jpg,train_D16_31c8f9be-60a5-11ec-8402-0a7404972c70_jpg.rf.SvwoCA5oFfyp4BPrHNyG.jpg,train,.jpg
expansion\dog_entropion\train_D16_333defab-60a5-11ec-8402-0a7404972c70_jpg.rf.D9LyJWsdZqLQtKk4up1u.jpg,train_D16_333defab-60a5-11ec-8402-0a7404972c70_jpg.rf.D9LyJWsdZqLQtKk4up1u.jpg,train,.jpg
expansion\dog_entropion\train_D16_36a67ffa-60a5-11ec-8402-0a7404972c70_jpg.rf.gLTHQ0xxRWWP12HrTkHl.jpg,train_D16_36a67ffa-60a5-11ec-8402-0a7404972c70_jpg.rf.gLTHQ0xxRWWP12HrTkHl.jpg,train,.jpg
expansion\dog_entropion\train_D16_36ad802f-60a5-11ec-8402-0a7404972c70_jpg.rf.X31dMOslRxnOCtmZrCpg.jpg,train_D16_36ad802f-60a5-11ec-8402-0a7404972c70_jpg.rf.X31dMOslRxnOCtmZrCpg.jpg,train,.jpg
expansion\dog_entropion\train_D17_0363bc6b-60a5-11ec-8402-0a7404972c70_jpg.rf.tru2W7J91BdD58o63hBl.jpg,train_D17_0363bc6b-60a5-11ec-8402-0a7404972c70_jpg.rf.tru2W7J91BdD58o63hBl.jpg,train,.jpg
expansion\dog_entropion\train_D17_0368f39a-60a5-11ec-8402-0a7404972c70_jpg.rf.BIt7bHLDqGqKcvGvFK6i.jpg,train_D17_0368f39a-60a5-11ec-8402-0a7404972c70_jpg.rf.BIt7bHLDqGqKcvGvFK6i.jpg,train,.jpg
expansion\dog_entropion\train_D17_036cd717-60a5-11ec-8402-0a7404972c70_jpg.rf.ySLlVywqAPXKMN5XVRDs.jpg,train_D17_036cd717-60a5-11ec-8402-0a7404972c70_jpg.rf.ySLlVywqAPXKMN5XVRDs.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e42e2c7-60a5-11ec-8402-0a7404972c70_jpg.rf.fdWGaWpgai5C89mG21Wd.jpg,train_D17_0e42e2c7-60a5-11ec-8402-0a7404972c70_jpg.rf.fdWGaWpgai5C89mG21Wd.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e4356b1-60a5-11ec-8402-0a7404972c70_jpg.rf.EL69OCrF5PBQvXzVYtED.jpg,train_D17_0e4356b1-60a5-11ec-8402-0a7404972c70_jpg.rf.EL69OCrF5PBQvXzVYtED.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e44602c-60a5-11ec-8402-0a7404972c70_jpg.rf.nvKj0yBe82btAJJ4ZwrI.jpg,train_D17_0e44602c-60a5-11ec-8402-0a7404972c70_jpg.rf.nvKj0yBe82btAJJ4ZwrI.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e458b97-60a5-11ec-8402-0a7404972c70_jpg.rf.VPoy2l6GtNdAlynuv5yk.jpg,train_D17_0e458b97-60a5-11ec-8402-0a7404972c70_jpg.rf.VPoy2l6GtNdAlynuv5yk.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e4f7622-60a5-11ec-8402-0a7404972c70_jpg.rf.VIKUBp71unt4gLlobR9r.jpg,train_D17_0e4f7622-60a5-11ec-8402-0a7404972c70_jpg.rf.VIKUBp71unt4gLlobR9r.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e4f7b17-60a5-11ec-8402-0a7404972c70_jpg.rf.OOpG5i7OjxyKipHSolt0.jpg,train_D17_0e4f7b17-60a5-11ec-8402-0a7404972c70_jpg.rf.OOpG5i7OjxyKipHSolt0.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e59f1b8-60a5-11ec-8402-0a7404972c70_jpg.rf.Ja96X9eU0gxY11PUwT3Y.jpg,train_D17_0e59f1b8-60a5-11ec-8402-0a7404972c70_jpg.rf.Ja96X9eU0gxY11PUwT3Y.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e5e3114-60a5-11ec-8402-0a7404972c70_jpg.rf.o2VZ6mkuoocUDnLYxVmN.jpg,train_D17_0e5e3114-60a5-11ec-8402-0a7404972c70_jpg.rf.o2VZ6mkuoocUDnLYxVmN.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e5eb2d5-60a5-11ec-8402-0a7404972c70_jpg.rf.0PkZnG0IoB2QSAlg2Vdf.jpg,train_D17_0e5eb2d5-60a5-11ec-8402-0a7404972c70_jpg.rf.0PkZnG0IoB2QSAlg2Vdf.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e5fb53c-60a5-11ec-8402-0a7404972c70_jpg.rf.rR8rFtAcMEscrhU401TY.jpg,train_D17_0e5fb53c-60a5-11ec-8402-0a7404972c70_jpg.rf.rR8rFtAcMEscrhU401TY.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e613384-60a5-11ec-8402-0a7404972c70_jpg.rf.EcMreEewDyFTKqhikpBB.jpg,train_D17_0e613384-60a5-11ec-8402-0a7404972c70_jpg.rf.EcMreEewDyFTKqhikpBB.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e617a4d-60a5-11ec-8402-0a7404972c70_jpg.rf.j7DEcZTAYXcZOEwMSwtZ.jpg,train_D17_0e617a4d-60a5-11ec-8402-0a7404972c70_jpg.rf.j7DEcZTAYXcZOEwMSwtZ.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e61a4df-60a5-11ec-8402-0a7404972c70_jpg.rf.8b5giiMssiTpczZn9RTF.jpg,train_D17_0e61a4df-60a5-11ec-8402-0a7404972c70_jpg.rf.8b5giiMssiTpczZn9RTF.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e62d9cd-60a5-11ec-8402-0a7404972c70_jpg.rf.ylM1DKZGfmlTrK6Cjp6K.jpg,train_D17_0e62d9cd-60a5-11ec-8402-0a7404972c70_jpg.rf.ylM1DKZGfmlTrK6Cjp6K.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e6a94a4-60a5-11ec-8402-0a7404972c70_jpg.rf.iKLslQsNMhJGaTGX2mVL.jpg,train_D17_0e6a94a4-60a5-11ec-8402-0a7404972c70_jpg.rf.iKLslQsNMhJGaTGX2mVL.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e7a3c90-60a5-11ec-8402-0a7404972c70_jpg.rf.oXtUQ00zaY4QMZZKt8XG.jpg,train_D17_0e7a3c90-60a5-11ec-8402-0a7404972c70_jpg.rf.oXtUQ00zaY4QMZZKt8XG.jpg,train,.jpg
expansion\dog_entropion\train_D17_0e7ff786-60a5-11ec-8402-0a7404972c70_jpg.rf.E0hctQFtxfEFocDETKbq.jpg,train_D17_0e7ff786-60a5-11ec-8402-0a7404972c70_jpg.rf.E0hctQFtxfEFocDETKbq.jpg,train,.jpg
expansion\dog_entropion\train_D17_333d1ad4-60a5-11ec-8402-0a7404972c70_jpg.rf.XSD6q9tDUmFYkd5kui1L.jpg,train_D17_333d1ad4-60a5-11ec-8402-0a7404972c70_jpg.rf.XSD6q9tDUmFYkd5kui1L.jpg,train,.jpg
expansion\dog_entropion\train_D17_36a5789d-60a5-11ec-8402-0a7404972c70_jpg.rf.K1lk2QjGCWukiqixdtyY.jpg,train_D17_36a5789d-60a5-11ec-8402-0a7404972c70_jpg.rf.K1lk2QjGCWukiqixdtyY.jpg,train,.jpg
expansion\dog_entropion\train_D17_36ad0b03-60a5-11ec-8402-0a7404972c70_jpg.rf.ZZLsuGq5H2btL7UYzawk.jpg,train_D17_36ad0b03-60a5-11ec-8402-0a7404972c70_jpg.rf.ZZLsuGq5H2btL7UYzawk.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e41549d-60a5-11ec-8402-0a7404972c70_jpg.rf.ddcDaEqfPmiXYS2red8M.jpg,train_D18_0e41549d-60a5-11ec-8402-0a7404972c70_jpg.rf.ddcDaEqfPmiXYS2red8M.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e42205a-60a5-11ec-8402-0a7404972c70_jpg.rf.fXe1ALC5DdPc7LWcynef.jpg,train_D18_0e42205a-60a5-11ec-8402-0a7404972c70_jpg.rf.fXe1ALC5DdPc7LWcynef.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e46ba89-60a5-11ec-8402-0a7404972c70_jpg.rf.0NJL0clMyIx2NeYaYCPK.jpg,train_D18_0e46ba89-60a5-11ec-8402-0a7404972c70_jpg.rf.0NJL0clMyIx2NeYaYCPK.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e59ddd9-60a5-11ec-8402-0a7404972c70_jpg.rf.HfBUpnmGQHWSybue3Vs0.jpg,train_D18_0e59ddd9-60a5-11ec-8402-0a7404972c70_jpg.rf.HfBUpnmGQHWSybue3Vs0.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e5cc8a3-60a5-11ec-8402-0a7404972c70_jpg.rf.nuKyUGAgS5FQjHkZT1fR.jpg,train_D18_0e5cc8a3-60a5-11ec-8402-0a7404972c70_jpg.rf.nuKyUGAgS5FQjHkZT1fR.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e5e080c-60a5-11ec-8402-0a7404972c70_jpg.rf.wT5mwHJKpTFe1ep18pVw.jpg,train_D18_0e5e080c-60a5-11ec-8402-0a7404972c70_jpg.rf.wT5mwHJKpTFe1ep18pVw.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e5eecd0-60a5-11ec-8402-0a7404972c70_jpg.rf.FT0f34kF3KC2R5H25ufn.jpg,train_D18_0e5eecd0-60a5-11ec-8402-0a7404972c70_jpg.rf.FT0f34kF3KC2R5H25ufn.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e5fc95e-60a5-11ec-8402-0a7404972c70_jpg.rf.HWXHieM1MgxUBGKUDFI5.jpg,train_D18_0e5fc95e-60a5-11ec-8402-0a7404972c70_jpg.rf.HWXHieM1MgxUBGKUDFI5.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e62c46e-60a5-11ec-8402-0a7404972c70_jpg.rf.MTyusb6qJ9exrKjUqKu2.jpg,train_D18_0e62c46e-60a5-11ec-8402-0a7404972c70_jpg.rf.MTyusb6qJ9exrKjUqKu2.jpg,train,.jpg
expansion\dog_entropion\train_D18_0e62f2f0-60a5-11ec-8402-0a7404972c70_jpg.rf.iTXYUuBnszkgKLZaOv1x.jpg,train_D18_0e62f2f0-60a5-11ec-8402-0a7404972c70_jpg.rf.iTXYUuBnszkgKLZaOv1x.jpg,train,.jpg
expansion\dog_entropion\train_D18_33595b8f-60a5-11ec-8402-0a7404972c70_jpg.rf.JaZdfUdqW7FyLDFlwZoi.jpg,train_D18_33595b8f-60a5-11ec-8402-0a7404972c70_jpg.rf.JaZdfUdqW7FyLDFlwZoi.jpg,train,.jpg
